alcohol_diff,chlorides_diff,citric acid_diff,density_diff,fixed acidity_diff,free sulfur dioxide_diff,pH_diff,residual sugar_diff,sulphates_diff,total sulfur dioxide_diff,volatile acidity_diff,Target
-0.8000000000000007,-0.006000000000000019,-0.36,0.0014999999999999458,0.5999999999999996,9.0,-0.22999999999999998,1.0,-0.13,30.0,0.20500000000000002,1
-0.5,-0.0010000000000000148,-0.6,-0.0021299999999999653,-2.8000000000000007,4.0,-0.08000000000000007,0.0,-0.19000000000000006,-16.0,0.09000000000000002,1
0.3000000000000007,0.0050000000000000044,-0.24000000000000002,-0.003629999999999911,-3.4000000000000004,-5.0,0.1499999999999999,-1.0,-0.06000000000000005,-46.0,-0.11499999999999999,1
0.09999999999999964,-0.02700000000000001,-0.59,-0.0036399999999999766,-2.8000000000000007,0.0,-0.020000000000000018,-0.30000000000000027,0.12,-25.0,0.23000000000000004,1
0.9000000000000004,-0.02099999999999999,-0.23000000000000004,-0.005139999999999922,-3.4000000000000004,-9.0,0.20999999999999996,-1.3000000000000003,0.25,-55.0,0.025000000000000022,1
0.5999999999999996,-0.025999999999999995,0.010000000000000002,-0.0015100000000000113,0.0,-4.0,0.06000000000000005,-0.30000000000000027,0.31000000000000005,-9.0,0.14,1
1.1999999999999993,-0.030000000000000013,-0.31,-0.0034399999999999986,0.29999999999999893,4.0,-0.28000000000000025,-0.15000000000000036,0.17999999999999994,-15.0,-0.12,1
2.0,-0.023999999999999994,0.04999999999999999,-0.0049399999999999444,-0.3000000000000007,-5.0,-0.050000000000000266,-1.1500000000000004,0.30999999999999994,-45.0,-0.325,1
1.6999999999999993,-0.028999999999999998,0.29000000000000004,-0.0013100000000000334,3.0999999999999996,0.0,-0.20000000000000018,-0.15000000000000036,0.37,1.0,-0.21000000000000002,1
1.0999999999999996,-0.0030000000000000027,0.28,0.00019999999999997797,3.0999999999999996,4.0,-0.26000000000000023,0.1499999999999999,0.05999999999999994,10.0,-0.35000000000000003,1
-1.0,-0.013000000000000012,-0.34,-0.0017000000000000348,-1.5000000000000009,24.0,-0.1299999999999999,-0.5000000000000002,-0.010000000000000009,37.0,-0.009999999999999953,1
-0.1999999999999993,-0.006999999999999992,0.019999999999999962,-0.0031999999999999806,-2.1000000000000005,15.0,0.10000000000000009,-1.5000000000000002,0.12,7.0,-0.21499999999999997,1
-0.5,-0.011999999999999997,0.26,0.00042999999999993044,1.2999999999999998,20.0,-0.04999999999999982,-0.5000000000000002,0.18000000000000005,53.0,-0.09999999999999998,1
-1.0999999999999996,0.013999999999999999,0.25,0.0019399999999999418,1.2999999999999998,24.0,-0.10999999999999988,-0.19999999999999996,-0.13,62.0,-0.24,1
-2.1999999999999993,0.017,-0.030000000000000027,0.0017399999999999638,-1.7999999999999998,20.0,0.15000000000000036,-0.34999999999999987,-0.18999999999999995,52.0,0.11000000000000004,0
